Orthogroup	c_briggsae.AF16.prot	c_briggsae.QX1410.prot	c_elegans.prot	c_nigoni.prot
OG0019424	Transcript_CBG27811.1	transcript_QX1410.17113.1		Cnig_chr_X.g24797
OG0019425	Transcript_CBG27812.1	transcript_QX1410.17117.1		Cnig_chr_X.g24801
OG0019426	Transcript_CBG27813.1	transcript_QX1410.17118.1		Cnig_chr_X.g24802
OG0019427	Transcript_CBG27817.1	transcript_QX1410.17141.1		Cnig_chr_X.g24824
OG0019428	Transcript_CBG31035.1	transcript_QX1410.17148.1		Cnig_chr_X.g24833
OG0019429	Transcript_CBG16744.1	transcript_QX1410.17149.1		Cnig_chr_X.g24834
OG0019430	Transcript_CBG27819.1	transcript_QX1410.17160.1		Cnig_chr_X.g24848
OG0019431	Transcript_CBG16767.1	transcript_QX1410.17163.1		Cnig_chr_X.g24851
OG0019432	Transcript_CBG27824.1	transcript_QX1410.17176.1, transcript_QX1410.17178.1		
OG0019433	Transcript_CBG16780.1	transcript_QX1410.17179.1		Cnig_chr_X.g24878
OG0019434	Transcript_CBG27825.1	transcript_QX1410.17182.1		Cnig_chr_X.g24879.1
OG0019435	Transcript_CBG16794.1	transcript_QX1410.17193.1		Cnig_chr_X.g24899
OG0019436	Transcript_CBG16799.1	transcript_QX1410.17200.1		Cnig_chr_X.g24906
OG0019437	Transcript_CBG16846.1	transcript_QX1410.17218.1		Cnig_chr_X.g24926
OG0019438	Transcript_CBG27839.1	transcript_QX1410.17249.1		Cnig_chr_X.g24949
OG0019439	Transcript_CBG16877.1	transcript_QX1410.12137.1, transcript_QX1410.17250.1		
OG0019440	Transcript_CBG27843.1	transcript_QX1410.17257.1		Cnig_chr_X.g24953
OG0019441	Transcript_CBG16888a.1	transcript_QX1410.17260.1		Cnig_chr_X.g24957
OG0019442	Transcript_CBG27846.1	transcript_QX1410.17263.1		Cnig_chr_X.g24960
OG0019443	Transcript_CBG16907.1, Transcript_CBG16908.1	transcript_QX1410.17279.1		
OG0019444	Transcript_CBG31322.1	transcript_QX1410.17306.1		Cnig_chr_X.g25007
OG0019445	Transcript_CBG00056.1	transcript_QX1410.17309.1		Cnig_chr_X.g25014
OG0019446	Transcript_CBG27856.1	transcript_QX1410.17310.1		Cnig_chr_X.g25015
OG0019447	Transcript_CBG27857.1	transcript_QX1410.17311.1		Cnig_chr_X.g25016
OG0019448	Transcript_CBG30817.1	transcript_QX1410.17313.1		Cnig_chr_X.g25018.2
OG0019449	Transcript_CBG00061.1	transcript_QX1410.17315.1	Transcript_C52G5.3.1	
OG0019450	Transcript_CBG00078.1	transcript_QX1410.17326.1		Cnig_chr_X.g25029
OG0019451	Transcript_CBG27859.1	transcript_QX1410.17328.1		Cnig_chr_X.g25031
OG0019452	Transcript_CBG00082.1	transcript_QX1410.17330.1		Cnig_chr_X.g25034
OG0019453	Transcript_CBG00101.1	transcript_QX1410.17348.1		Cni-col-182
OG0019454	Transcript_CBG27895.1	transcript_QX1410.17378.1		Cnig_chr_X.g25086
OG0019455	Transcript_CBG30749.1	transcript_QX1410.17383.1		Cnig_chr_X.g25091
OG0019456	Transcript_CBG27898.1	transcript_QX1410.17386.1		Cnig_chr_X.g25093
OG0019457	Transcript_CBG00150.1	transcript_QX1410.17387.1		Cnig_chr_X.g25094
OG0019458	Transcript_CBG00152.1	transcript_QX1410.17389.1		Cnig_chr_X.g25096
OG0019459	Transcript_CBG27901.1	transcript_QX1410.17397.1		Cnig_chr_X.g25103
OG0019460	Transcript_CBG27902.1	transcript_QX1410.17399.1		Cnig_chr_X.g25107
OG0019461	Transcript_CBG00165.1	transcript_QX1410.17401.1		Cnig_chr_X.g25109
OG0019462	Transcript_CBG27903.1	transcript_QX1410.17402.1		Cnig_chr_X.g25110
OG0019463	Transcript_CBG00180.1	transcript_QX1410.17415.1		Cnig_chr_X.g25121
OG0019464	Transcript_CBG00192.1	transcript_QX1410.17421.1		Cni-taf-11.2
OG0019465	Transcript_CBG00198.1	transcript_QX1410.17426.1		Cnig_chr_X.g25145
OG0019466	Transcript_CBG00209.1	transcript_QX1410.17439.1		Cnig_chr_X.g25159
OG0019467	Transcript_CBG27911.1	transcript_QX1410.17450.1		Cnig_chr_X.g25168
OG0019468	Transcript_CBG27913.1	transcript_QX1410.17457.1		Cnig_chr_X.g25182
OG0019469	Transcript_CBG27914.1	transcript_QX1410.17473.1		Cnig_chr_X.g25197
OG0019470	Transcript_CBG00253a.1	transcript_QX1410.17479.1	Transcript_C44C10.9a.1	
OG0019471	Transcript_CBG00258.1	transcript_QX1410.17483.1		Cnig_chr_X.g25208
OG0019472	Transcript_CBG00263a.1	transcript_QX1410.17488.1	Transcript_C40H5.2c.1	
OG0019473	Transcript_CBG27919.1	transcript_QX1410.17491.1		Cnig_chr_X.g25222
OG0019474	Transcript_CBG00276.1	transcript_QX1410.17498.1		Cnig_chr_X.g25231
OG0019475	Transcript_CBG15591.1	transcript_QX1410.17501.1		Cnig_chr_X.g25232
OG0019476	Transcript_CBG27923.1	transcript_QX1410.17509.1		Cnig_chr_X.g25239
OG0019477	Transcript_CBG15578.1	transcript_QX1410.17514.1		Cnig_chr_X.g25244
OG0019478	Transcript_CBG15576.1	transcript_QX1410.17516.1		Cnig_chr_X.g25248
OG0019479	Transcript_CBG27925.1	transcript_QX1410.17523.1		Cnig_chr_X.g25255
OG0019480	Transcript_CBG27927.1	transcript_QX1410.17526.1		Cnig_chr_X.g25258
OG0019481	Transcript_CBG27932.1	transcript_QX1410.17533.1		Cnig_chr_X.g25268
OG0019482	Transcript_CBG27933.1	transcript_QX1410.17534.1		Cnig_chr_X.g25271
OG0019483	Transcript_CBG30808.1	transcript_QX1410.17544.1	Transcript_F55G7.4.1	
OG0019484	Transcript_CBG27941.1	transcript_QX1410.17552.1		Cnig_chr_X.g25293
OG0019485	Transcript_CBG27942.1	transcript_QX1410.17553.1		Cnig_chr_X.g25294
OG0019486	Transcript_CBG31263.1	transcript_QX1410.17565.1		Cnig_chr_X.g25304
OG0019487	Transcript_CBG15523.1	transcript_QX1410.17568.1		Cnig_chr_X.g25310
OG0019488	Transcript_CBG15515.1	transcript_QX1410.17575.1		Cnig_chr_X.g25317
OG0019489	Transcript_CBG15514.1	transcript_QX1410.17577.1		Cnig_chr_X.g25319
OG0019490	Transcript_CBG27959.1	transcript_QX1410.17580.1		Cnig_chr_X.g25322
OG0019491	Transcript_CBG27961.1	transcript_QX1410.17589.1		Cnig_chr_X.g25336
OG0019492	Transcript_CBG30824.1	transcript_QX1410.17593.1		Cnig_chr_X.g25338
OG0019493	Transcript_CBG15501.1	transcript_QX1410.17595.1		Cnig_chr_X.g25340
OG0019494	Transcript_CBG27962.1	transcript_QX1410.17596.1		Cnig_chr_X.g25342
OG0019495	Transcript_CBG27963.1	transcript_QX1410.17598.1		Cnig_chr_X.g25344.2
OG0019496	Transcript_CBG27965.1	transcript_QX1410.17600.1		Cnig_chr_X.g25346
OG0019497	Transcript_CBG27966.1	transcript_QX1410.17601.1		Cnig_chr_X.g25347
OG0019498	Transcript_CBG27972.1	transcript_QX1410.17612.1		Cnig_chr_X.g25365
OG0019499	Transcript_CBG27974.1	transcript_QX1410.17618.1		Cnig_chr_X.g25368
OG0019500	Transcript_CBG15477.1	transcript_QX1410.17619.1		Cnig_chr_X.g25369
OG0019501	Transcript_CBG27977.1	transcript_QX1410.17625.1		Cnig_chr_X.g25377
OG0019502	Transcript_CBG27982.1	transcript_QX1410.17641.1		Cnig_chr_X.g25397
OG0019503	Transcript_CBG15437.1	transcript_QX1410.17656.1		Cnig_chr_X.g25412
OG0019504	Transcript_CBG15411.1	transcript_QX1410.17679.1		Cnig_chr_X.g25441
OG0019505	Transcript_CBG15407.1	transcript_QX1410.17683.1		Cnig_chr_X.g25445
OG0019506	Transcript_CBG15406.1	transcript_QX1410.17684.1		Cnig_chr_X.g25446
OG0019507	Transcript_CBG30757.1	transcript_QX1410.17685.1, transcript_QX1410.5414.1		
OG0019508	Transcript_CBG15402.1	transcript_QX1410.17689.1		Cnig_chr_X.g25458
OG0019509	Transcript_CBG15401.1	transcript_QX1410.17690.1		Cni-F53A9.8
OG0019510	Transcript_CBG27987.1	transcript_QX1410.17696.1		Cnig_chr_X.g25467
OG0019511	Transcript_CBG27988.1	transcript_QX1410.17697.1		Cnig_chr_X.g25468
OG0019512	Transcript_CBG30916.1	transcript_QX1410.17700.1		nigoni.pc_2016.07.11_034.g28764
OG0019513	Transcript_CBG23684.1	transcript_QX1410.17710.1, transcript_QX1410.17710.2		
OG0019514	Transcript_CBG24433.1			Cnig_chr_X.g24086, nigoni.pc_2016.07.11_036.g28785
OG0019515	Transcript_CBG22747.1	transcript_QX1410.17780.1, transcript_QX1410.17780.2		
OG0019516	Transcript_CBG28001.1	transcript_QX1410.17783.1		Cnig_chr_X.g25541
OG0019517	Transcript_CBG27999.1			Cnig_chr_X.g25546.1, Cnig_chr_X.g25546.2
OG0019518	Transcript_CBG22733.1	transcript_QX1410.17792.1		Cnig_chr_X.g25552
OG0019519	Transcript_CBG22701.1	transcript_QX1410.17817.1		Cnig_chr_X.g25581
OG0019520	Transcript_CBG22694.1	transcript_QX1410.17821.1		Cnig_chr_X.g25586
OG0019521	Transcript_CBG22676.1	transcript_QX1410.17834.1		Cnig_chr_X.g25608
OG0019522	Transcript_CBG05216.1	transcript_QX1410.17837.1		Cnig_chr_X.g25609
OG0019523	Transcript_CBG05218.1	transcript_QX1410.17839.1		Cnig_chr_X.g25610
OG0019524	Transcript_CBG28006.1	transcript_QX1410.17840.1		Cnig_chr_X.g25611
OG0019525	Transcript_CBG05223.1	transcript_QX1410.17844.1	Transcript_K03A11.3.1	
OG0019526	Transcript_CBG28008.1	transcript_QX1410.17850.1		Cnig_chr_X.g25617
OG0019527	Transcript_CBG28009.1	transcript_QX1410.17851.1		Cnig_chr_X.g25618
OG0019528	Transcript_CBG28011.1	transcript_QX1410.17876.1		Cnig_chr_X.g25651
OG0019529	Transcript_CBG31381.1	transcript_QX1410.17880.1		Cnig_chr_X.g25655
OG0019530	Transcript_CBG28013.1	transcript_QX1410.17883.1		Cnig_chr_X.g25657
OG0019531	Transcript_CBG05267.1	transcript_QX1410.17884.1		Cnig_chr_X.g25658
OG0019532	Transcript_CBG05290.1	transcript_QX1410.17904.1	Transcript_F17A2.12.1	
OG0019533	Transcript_CBG05292.1	transcript_QX1410.17906.1		Cnig_chr_X.g25674
OG0019534	Transcript_CBG05293.1	transcript_QX1410.17907.1		Cnig_chr_X.g25675
OG0019535	Transcript_CBG28020.1	transcript_QX1410.17909.1		nigoni.pc_2016.07.11_016.g28090
OG0019536	Transcript_CBG28023.1	transcript_QX1410.17915.1		nigoni.pc_2016.07.11_016.g28082
OG0019537	Transcript_CBG28026.1	transcript_QX1410.17919.1		nigoni.pc_2016.07.11_016.g28079
OG0019538	Transcript_CBG28029.1	transcript_QX1410.17924.1		nigoni.pc_2016.07.11_016.g28074
OG0019539	Transcript_CBG05313.1	transcript_QX1410.17926.1		nigoni.pc_2016.07.11_016.g28072
OG0019540	Transcript_CBG05325.1	transcript_QX1410.17949.1		nigoni.pc_2016.07.11_016.g28048
OG0019541	Transcript_CBG28032.1	transcript_QX1410.17951.1		nigoni.pc_2016.07.11_016.g28046
OG0019542	Transcript_CBG05328.1	transcript_QX1410.17952.1		nigoni.pc_2016.07.11_016.g28045
OG0019543	Transcript_CBG07793.1	transcript_QX1410.17974.1		Cnig_chr_X.g25699
OG0019544	Transcript_CBG07791.1	transcript_QX1410.17975.1		Cnig_chr_X.g25709
OG0019545	Transcript_CBG07777.1	transcript_QX1410.17986.1		Cnig_chr_X.g25724
OG0019546	Transcript_CBG28036.1	transcript_QX1410.17998.1		Cni-Y7A5A.2
OG0019547	Transcript_CBG28039.1	transcript_QX1410.18000.1		Cnig_chr_X.g25751
OG0019548	Transcript_CBG07761.1	transcript_QX1410.18001.1		Cnig_chr_X.g25753
OG0019549	Transcript_CBG31080.1	transcript_QX1410.18023.1		Cnig_chr_X.g25777
OG0019550	Transcript_CBG30763.1	transcript_QX1410.18031.1	Transcript_K09A9.8.1	
OG0019551	Transcript_CBG31541.1	transcript_QX1410.18111.1	Transcript_H40L08.9.1	
OG0019552	Transcript_CBG28049.1	transcript_QX1410.18147.1		Cnig_chr_X.g25915
OG0019553	Transcript_CBG07548.1	transcript_QX1410.18184.1		Cnig_chr_X.g25955.1
OG0019554	Transcript_CBG07536.1	transcript_QX1410.18197.1		Cnig_chr_X.g25977
OG0019555	Transcript_CBG07533.1			Cnig_chr_X.g25981.1, Cnig_chr_X.g25981.2
OG0019556	Transcript_CBG07528.1	transcript_QX1410.18203.1		Cnig_chr_X.g25983.1
OG0019557	Transcript_CBG07513.1	transcript_QX1410.18218.1		Cnig_chr_X.g25955.2
OG0019558	Transcript_CBG07470.1	transcript_QX1410.18254.1		Cnig_chr_X.g26105
OG0019559	Transcript_CBG28071.1	transcript_QX1410.18277.1		Cnig_chr_X.g26121
OG0019560	Transcript_CBG28073.1	transcript_QX1410.18279.1		Cnig_chr_X.g26124
OG0019561	Transcript_CBG28077.1	transcript_QX1410.18287.1		Cnig_chr_X.g26130
OG0019562	Transcript_CBG28079.1	transcript_QX1410.18299.1		Cnig_chr_X.g26147
OG0019563	Transcript_CBG30985.1	transcript_QX1410.15948.1, transcript_QX1410.18308.1		
OG0019564	Transcript_CBG07415.1	transcript_QX1410.18317.1		Cnig_chr_X.g26168
OG0019565	Transcript_CBG31416.1			Cnig_chr_X.g26198.1, Cnig_chr_X.g26198.2
OG0019566	Transcript_CBG28089.1	transcript_QX1410.18376.1		Cnig_chr_X.g26237
OG0019567	Transcript_CBG28092.1	transcript_QX1410.18388.1		Cnig_chr_X.g26252
OG0019568	Transcript_CBG28095.1	transcript_QX1410.18395.1		Cnig_chr_X.g26260
OG0019569	Transcript_CBG07328.1	transcript_QX1410.1626.1, transcript_QX1410.1626.2		
OG0019570	Transcript_CBG28098.1	transcript_QX1410.18409.1		Cnig_chr_X.g26276
OG0019571	Transcript_CBG07321.1	transcript_QX1410.18410.1		Cnig_chr_X.g26277
OG0019572	Transcript_CBG07299.1	transcript_QX1410.18428.1		Cnig_chr_X.g26295
OG0019573	Transcript_CBG28099.1	transcript_QX1410.18429.1		Cnig_chr_X.g26296
OG0019574	Transcript_CBG28100.1	transcript_QX1410.18432.1		Cnig_chr_X.g26303
OG0019575	Transcript_CBG07293.1	transcript_QX1410.18433.1		Cnig_chr_X.g26304
OG0019576	Transcript_CBG07292.1	transcript_QX1410.18434.1		Cnig_chr_X.g26306
OG0019577	Transcript_CBG30772.1	transcript_QX1410.18435.1		Cnig_chr_X.g26307
OG0019578	Transcript_CBG07284.1	transcript_QX1410.18442.1		Cnig_chr_X.g26311
OG0019579	Transcript_CBG28102.1	transcript_QX1410.18443.1		Cni-F28H6.7
OG0019580	Transcript_CBG07280.1	transcript_QX1410.18446.1		Cnig_chr_X.g26314
OG0019581	Transcript_CBG28104.1	transcript_QX1410.18447.1		Cnig_chr_X.g26315
OG0019582	Transcript_CBG28106.1	transcript_QX1410.18449.1		Cnig_chr_X.g26317
OG0019583	Transcript_CBG07268.1	transcript_QX1410.18451.1, transcript_QX1410.18454.1		
OG0019584	Transcript_CBG07262.1	transcript_QX1410.18462.1		Cnig_chr_X.g26357
OG0019585	Transcript_CBG28116.1	transcript_QX1410.18472.1		Cnig_chr_X.g26371
OG0019586	Transcript_CBG07241.1	transcript_QX1410.18481.1		Cnig_chr_X.g26381.3
OG0019587	Transcript_CBG28117.1	transcript_QX1410.18484.1		Cnig_chr_X.g26382
OG0019588	Transcript_CBG28118.1	transcript_QX1410.18487.1		Cnig_chr_X.g26384
OG0019589	Transcript_CBG10175.1	transcript_QX1410.18603.1		nigoni.pc_2016.07.11_007.g27077
OG0019590	Transcript_CBG10180.1	transcript_QX1410.18594.1		Cnig_chr_X.g26516
OG0019591	Transcript_CBG30774.1	transcript_QX1410.18587.1		Cnig_chr_X.g26502
OG0019592	Transcript_CBG25757.1	transcript_QX1410.18585.1		Cnig_chr_X.g26501
OG0019593	Transcript_CBG25753.1	transcript_QX1410.18579.1		Cnig_chr_X.g26490
OG0019594	Transcript_CBG30775.1	transcript_QX1410.18572.1		Cnig_chr_X.g26483
OG0019595	Transcript_CBG10211.1	transcript_QX1410.18557.1		Cnig_chr_X.g26470
OG0019596	Transcript_CBG10225.1	transcript_QX1410.18548.1		Cnig_chr_X.g26459
OG0019597	Transcript_CBG10230.1	transcript_QX1410.18543.1		Cnig_chr_X.g26455
OG0019598	Transcript_CBG25743.1	transcript_QX1410.18542.1		Cnig_chr_X.g26453
OG0019599	Transcript_CBG10234.1	transcript_QX1410.18540.1, transcript_QX1410.18540.2		
OG0019600	Transcript_CBG10236.1	transcript_QX1410.18535.1		Cnig_chr_X.g26447
OG0019601	Transcript_CBG10239.1	transcript_QX1410.18531.1		Cnig_chr_X.g26445
OG0019602	Transcript_CBG10240.1	transcript_QX1410.18530.1		Cnig_chr_X.g26444
OG0019603	Transcript_CBG10241.1			Cnig_chr_X.g26443.1, Cnig_chr_X.g26443.2
OG0019604	Transcript_CBG25741.1	transcript_QX1410.18525.1		Cnig_chr_X.g26438
OG0019605	Transcript_CBG10254.1	transcript_QX1410.18515.1		Cnig_chr_X.g26432
OG0019606	Transcript_CBG10258.1	transcript_QX1410.18508.1		Cnig_chr_X.g26426
OG0019607	Transcript_CBG10260.1	transcript_QX1410.18505.1		Cnig_chr_X.g26423
OG0019608	Transcript_CBG10265.1	transcript_QX1410.18499.1		Cnig_chr_X.g26409
OG0019609	Transcript_CBG31477.1	transcript_QX1410.18498.1		Cnig_chr_X.g26407
OG0019610	Transcript_CBG10269.1	transcript_QX1410.18495.1		Cnig_chr_X.g26405
OG0019611	Transcript_CBG08950.1	transcript_QX1410.18615.1		Cnig_chr_X.g26533
OG0019612	Transcript_CBG26791.1	transcript_QX1410.18627.1		Cnig_chr_X.g26548.3
OG0019613	Transcript_CBG08930.1	transcript_QX1410.18638.1		Cnig_chr_X.g26566
OG0019614	Transcript_CBG26786.1	transcript_QX1410.18639.1		Cnig_chr_X.g26569
OG0019615	Transcript_CBG08927.1	transcript_QX1410.18641.1		Cnig_chr_X.g26572
OG0019616	Transcript_CBG08924.1	transcript_QX1410.18644.1		Cnig_chr_X.g26576
OG0019617	Transcript_CBG26784.1	transcript_QX1410.18646.1		Cnig_chr_X.g26577
OG0019618	Transcript_CBG08921.1	transcript_QX1410.18650.1		Cnig_chr_X.g26581
OG0019619	Transcript_CBG08912.1	transcript_QX1410.18668.1		Cnig_chr_X.g26592
OG0019620	Transcript_CBG08906.1	transcript_QX1410.18678.1		Cnig_chr_X.g26611
OG0019621	Transcript_CBG26778.1	transcript_QX1410.18683.1		Cnig_chr_X.g26617
OG0019622	Transcript_CBG08898.1	transcript_QX1410.18685.1		Cnig_chr_X.g26619
OG0019623	Transcript_CBG26777.1	transcript_QX1410.18692.1		Cnig_chr_X.g26625
OG0019624	Transcript_CBG10679.1	transcript_QX1410.18778.1		Cnig_chr_X.g26563.2
OG0019625	Transcript_CBG10647.1	transcript_QX1410.18724.1		Cnig_chr_X.g26699
OG0019626	Transcript_CBG10608.1	transcript_QX1410.18761.1		Cnig_chr_V.g22141
OG0019627	Transcript_CBG28131.1	transcript_QX1410.18765.1		nigoni.pc_2016.07.11_007.g27095
OG0019628	Transcript_CBG10585.1	transcript_QX1410.18783.1		Cnig_chr_V.g22104
OG0019629		transcript_QX1410.14646.1, transcript_QX1410.4942.1		nigoni.pc_2016.07.11_077.g29058
OG0019630		transcript_QX1410.14649.1, transcript_QX1410.18835.1, transcript_QX1410.4944.1		
OG0019631		transcript_QX1410.4999.1		Cnig_chr_I.g176, Cnig_chr_I.g177
OG0019632		transcript_QX1410.5026.3		Cnig_chr_I.g234.1, Cnig_chr_I.g234.2
OG0019633		transcript_QX1410.1314.1, transcript_QX1410.1314.2, transcript_QX1410.5056.1		
OG0019634		transcript_QX1410.5078.1	Transcript_F36H2.4.1	Cni-F36H2.4
OG0019635		transcript_QX1410.5080.1		Cnig_chr_I.g314.1, Cnig_chr_I.g314.2
OG0019636		transcript_QX1410.5134.2	Transcript_Y95B8A.1b.1	Cni-nas-30.3
OG0019637		transcript_QX1410.5280.1		Cnig_chr_I.g73, Cnig_chr_I.g78.3
OG0019638		transcript_QX1410.5359.1		Cnig_chr_I.g638.1, Cnig_chr_I.g638.2
OG0019639		transcript_QX1410.5606.1	Transcript_Y71F9AM.11.1	Cnig_chr_I.g1014
OG0019640		transcript_QX1410.5673.1		Cni-gla-3.1, Cni-gla-3.2
OG0019641		transcript_QX1410.5679.1	Transcript_ZK265.3.1	Cni-ZK265.3
OG0019642		transcript_QX1410.5764.1, transcript_QX1410.5764.2, transcript_QX1410.5764.3		
OG0019643		transcript_QX1410.2308.1, transcript_QX1410.4281.1, transcript_QX1410.5823.1		
OG0019644		transcript_QX1410.5954.1	Transcript_F26E4.6.1	Cni-F26E4.6
OG0019645		transcript_QX1410.6009.1, transcript_QX1410.7484.1		Cnig_chr_I.g2165
OG0019646		transcript_QX1410.6043.1	Transcript_T05F1.15.1	Cni-T05F1.15
OG0019647		transcript_QX1410.6068.1	Transcript_C41G7.15.1	Cni-C41G7.15
OG0019648		transcript_QX1410.6417.1, transcript_QX1410.6417.2, transcript_QX1410.6417.4		
OG0019649		transcript_QX1410.6481.10, transcript_QX1410.6481.11		Cnig_chr_I.g1950
OG0019650		transcript_QX1410.6505.3	Transcript_C43E11.6b.1, Transcript_C43E11.6b.2	
OG0019651		transcript_QX1410.6539.2, transcript_QX1410.6539.3		nigoni.pc_2016.07.11_022.g28374
OG0019652		transcript_QX1410.13517.1, transcript_QX1410.3239.1, transcript_QX1410.6546.1		
OG0019653		transcript_QX1410.6580.1		Cnig_chr_I.g2007.1, Cnig_chr_I.g2007.2
OG0019654		transcript_QX1410.6607.2, transcript_QX1410.6607.4, transcript_QX1410.6607.8		
OG0019655		transcript_QX1410.6662.1		Cnig_chr_II.g4791, Cnig_chr_III.g9875
OG0019656		transcript_QX1410.6704.1	Transcript_C31H5.4.1	Cni-C31H5.4
OG0019657		transcript_QX1410.6813.1	Transcript_F55A12.4b.1	Cni-dhs-2.3
OG0019658		transcript_QX1410.6834.1	Transcript_C09D4.6.1	Cni-C09D4.6
OG0019659		transcript_QX1410.6837.2		Cni-C09D4.1.2, Cni-C09D4.1.3
OG0019660		transcript_QX1410.6851.1		Cnig_chr_I.g2296.1, Cnig_chr_I.g2296.2
OG0019661		transcript_QX1410.6927.1	Transcript_T08B2.15.1	Cni-T08B2.15
OG0019662		transcript_QX1410.7175.1		Cnig_chr_I.g2665, Cnig_chr_I.g2666
OG0019663		transcript_QX1410.7266.1	Transcript_ZK484.6.1	Cni-ZK484.6
OG0019664		transcript_QX1410.7300.1, transcript_QX1410.7300.3, transcript_QX1410.7300.4		
OG0019665		transcript_QX1410.7309.1, transcript_QX1410.7309.2		Cnig_chr_I.g2906
OG0019666		transcript_QX1410.7357.1		Cnig_chr_I.g2977.1, Cnig_chr_I.g2977.2
OG0019667		transcript_QX1410.7396.1, transcript_QX1410.7396.2, transcript_QX1410.7396.3		
OG0019668		transcript_QX1410.7439.1, transcript_QX1410.7439.2		Cnig_chr_I.g3127
OG0019669		transcript_QX1410.7452.1, transcript_QX1410.7456.1, transcript_QX1410.7460.1		
OG0019670		transcript_QX1410.7474.1, transcript_QX1410.7474.2, transcript_QX1410.7474.3		
OG0019671		transcript_QX1410.7495.1	Transcript_M01E5.2.1	nigoni.pc_2016.07.11_008.g27201
OG0019672		transcript_QX1410.7645.1		Cnig_chr_I.g3309.1, Cnig_chr_I.g3309.2
OG0019673		transcript_QX1410.7720.1		nigoni.pc_2016.07.11_012.g27704.1, nigoni.pc_2016.07.11_012.g27704.2
OG0019674		transcript_QX1410.7744.1, transcript_QX1410.7744.2		Cnig_chr_I.g3494
OG0019675		transcript_QX1410.7796.1		Cnig_chr_I.g3573.1, Cnig_chr_I.g3573.2
OG0019676		transcript_QX1410.8000.1, transcript_QX1410.8000.7	Transcript_Y105E8B.1j.1	
OG0019677		transcript_QX1410.8151.1, transcript_QX1410.8151.2, transcript_QX1410.8151.5		
OG0019678		transcript_QX1410.8246.1, transcript_QX1410.8246.2, transcript_QX1410.8246.3		
OG0019679		transcript_QX1410.12971.4, transcript_QX1410.8286.1, transcript_QX1410.8471.1		
OG0019680		transcript_QX1410.8308.1		Cnig_chr_II.g4251.1, Cnig_chr_II.g4251.2
OG0019681		transcript_QX1410.8334.2	Transcript_Y46G5A.26b.1	Cnig_chr_II.g4275
OG0019682		transcript_QX1410.8371.1, transcript_QX1410.8371.4	Transcript_K07D4.7d.1	
OG0019683		transcript_QX1410.8377.5	Transcript_F31D5.3c.1	Cnig_chr_II.g4331
OG0019684		transcript_QX1410.8389.1		Cnig_chr_II.g4352.1, Cnig_chr_II.g4352.2
OG0019685		transcript_QX1410.8392.1		Cnig_chr_II.g4360.1, Cnig_chr_II.g4360.2
OG0019686		transcript_QX1410.8485.1		Cnig_chr_II.g4520.1, Cnig_chr_II.g4520.2
OG0019687		transcript_QX1410.8579.3, transcript_QX1410.8579.4		Cnig_chr_II.g4657
OG0019688		transcript_QX1410.8618.1	Transcript_M110.10.1	Cni-M110.10
OG0019689		transcript_QX1410.8803.1, transcript_QX1410.8803.2		Cnig_chr_II.g4988
OG0019690		transcript_QX1410.8817.1, transcript_QX1410.8842.1		Cnig_chr_V.g20164
OG0019691		transcript_QX1410.8825.2	Transcript_F19H8.1b.1	Cnig_chr_II.g5016
OG0019692		transcript_QX1410.8833.1, transcript_QX1410.8833.2	Transcript_ZC101.2b.1	
OG0019693		transcript_QX1410.8885.1	Transcript_F41C3.7b.1	Cni-F41C3.7
OG0019694		transcript_QX1410.8942.1, transcript_QX1410.8942.2, transcript_QX1410.8942.3		
OG0019695		transcript_QX1410.17693.1, transcript_QX1410.9086.1		Cnig_chr_III.g11189
OG0019696		transcript_QX1410.9111.1	Transcript_ZK84.5.1	Cnig_chr_II.g5321
OG0019697		transcript_QX1410.9141.1		Cnig_chr_II.g5351.1, Cnig_chr_II.g5351.2
OG0019698		transcript_QX1410.9158.1, transcript_QX1410.9158.2		Cnig_chr_II.g5395
